id,category_id,name,agb_code,e_climate_change,e_ozone_depletion,e_ionizing_radiation,e_ozone_formation,e_particulate_matter,e_non_carcinogenic_toxicity,e_carcinogenic_toxicity,e_land_water_acidification,e_freshwater_eutrophication,e_marine_eutrophication,e_terrestrial_eutrophication,e_freshwater_ecotoxicity,e_land_use,e_water_use,e_energy_use,e_mineral_use,aw_index,aw_antibio_index,s_child_labour,s_forced_labour,s_fair_salary,s_working_time,s_discrimination,s_health_safety_workers,s_social_benefits_legal_issues,s_workers_rights,s_fair_competition,s_corruption,s_contribution_econ_dev,s_illiteracy,s_health_safety_society,s_indigenous_rights,nutri_score
41c0799c-2d6f-5a69-94b2-73ec390c3273,c4aafe2a-ad01-5364-b32b-88159c758bc1,"Sea salt, grey, no enrichment",11083,0.63,0.00,0.11,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,5.57,14.30,0.08,9.05,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_E
a6ac6aaf-f9d1-5b53-9695-db24814b93b1,f2e9a720-1a3a-565f-bd75-274137d6e2f1,"Aromatic stock cube, for fish, dehydrated",11172,7.58,0.00,30.30,0.03,0.00,0.00,0.00,0.05,0.00,0.03,0.14,70.20,106.00,3.38,700.00,0.00,0.371126675,0.272359424,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_E
5bec5ce2-bcb9-5dcc-8aa3-02b169d1d1f0,95fca450-6630-524c-be2a-459f63e26a45,"Caraway, seed",11064,9.40,0.00,0.88,0.03,0.00,0.00,0.00,0.08,0.00,0.07,0.41,55.20,688.00,4.38,78.80,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_A
923bfd8e-df98-5c7f-ad48-136e19e0ea02,cf411f90-f3af-5bfe-b216-c15c618d866e,"Cardamom, powder",11075,9.40,0.00,0.88,0.03,0.00,0.00,0.00,0.08,0.00,0.07,0.41,55.20,688.00,4.38,78.80,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_A
3174b30a-35e4-5a9f-a3a3-9266a07906fb,cc96db3c-a46d-57cb-a625-bea007fd8f2e,Cayenne pepper,11088,9.40,0.00,0.88,0.03,0.00,0.00,0.00,0.08,0.00,0.07,0.41,55.20,688.00,4.38,78.80,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_B
bc30f1a7-511a-5faa-b1c3-3d1758a7d8db,be94749e-626a-5298-90d2-ff0c4b1a4d68,"Cinnamon, powder",11025,9.40,0.00,0.88,0.03,0.00,0.00,0.00,0.08,0.00,0.07,0.41,55.20,688.00,4.38,78.80,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_A
550eafea-faed-576c-9c02-db371ba5e634,9df07437-591f-5679-bce4-7d813856b5d5,Cloves,11052,9.39,0.00,0.88,0.03,0.00,0.00,0.00,0.08,0.00,0.07,0.41,55.10,688.00,4.37,78.70,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_C
91773f7c-ad60-56b2-93b7-b53b211a314e,c26cdd5c-4c07-5467-8aee-8bf79b5a3a4f,"Coriander, seed",11026,2.13,0.00,0.31,0.01,0.00,0.00,0.00,0.01,0.00,0.01,0.03,37.80,19.20,1.47,32.90,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_A
8c0c19aa-31ff-5ccf-80a3-117dd9173c15,317f4076-cbfc-5829-8af3-40f3cac5db60,"Cumin, seed",11042,9.40,0.00,0.88,0.03,0.00,0.00,0.00,0.08,0.00,0.07,0.41,55.20,688.00,4.38,78.80,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_A
184905fc-8e7a-54be-8615-a5b97c4d47e9,313026cf-e0ae-5c7a-af25-84e486258997,"Fennel, seed",11066,2.13,0.00,0.31,0.01,0.00,0.00,0.00,0.01,0.00,0.01,0.03,37.80,19.20,1.47,32.90,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_A
9d9e3088-47ad-5b3d-85c5-95c27432c358,dac96664-ecc6-51a3-866c-e76826f8cb9e,"Fenugreek, seed",11077,9.40,0.00,0.88,0.03,0.00,0.00,0.00,0.08,0.00,0.07,0.41,55.20,688.00,4.38,78.80,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_A
2e06404d-f62f-5c95-8b89-b26f3168af4c,1098a967-5f58-5189-836c-3e2e85572391,"Garlic, powder, dried",11023,1.77,0.00,0.33,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.02,19.80,24.00,0.83,29.40,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_A
3ec46fee-ccb8-5996-8d81-856eea8c0d16,209156be-927d-575f-bd12-94c4fbe0cbed,"Ginger, raw",11074,0.49,0.00,0.08,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.03,6.21,12.30,1.79,7.35,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_A
81db9318-61d9-55ff-a91e-d7c8e5be24d2,c50c0f16-d3c0-56e6-9a94-1ba320e70a5b,"Ginger, powder",11006,2.02,0.00,0.31,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.04,22.20,21.40,2.18,31.70,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_A
166f1386-c9c4-5345-b7bb-4ac433a23460,954e3215-5112-547f-b5fc-60ab00ab5bad,Nutmeg,11048,2.23,0.00,0.31,0.01,0.00,0.00,0.00,0.01,0.00,0.01,0.04,38.40,19.30,1.47,34.10,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_D
9728910b-0894-573a-a273-b7f4748d7d7e,1fc91430-f7d3-51c5-89dc-70d5bc6aeef9,Paprika,11049,9.40,0.00,0.88,0.03,0.00,0.00,0.00,0.08,0.00,0.07,0.41,55.20,688.00,4.38,78.80,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_A
8bc50aab-aad3-517d-8937-172457a927d7,e6de8a55-d85e-5a97-ad45-17a5eaabed09,"Black pepper, powder",11015,9.40,0.00,0.89,0.03,0.00,0.00,0.00,0.08,0.00,0.07,0.41,55.20,688.00,4.38,79.00,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_A
1509b720-6738-5c4d-a45e-576c6fbea0d4,e6de8a55-d85e-5a97-ad45-17a5eaabed09,"White pepper, powder",11019,9.40,0.00,0.88,0.03,0.00,0.00,0.00,0.08,0.00,0.07,0.41,55.20,688.00,4.38,78.80,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_A
784fb240-da4e-594e-9385-1bd149e58e8c,53e370ae-c44c-5b7f-8062-4bc82b4c52aa,Saffron,11039,9.40,0.00,0.88,0.03,0.00,0.00,0.00,0.08,0.00,0.07,0.41,55.20,688.00,4.38,78.80,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_D
2ee39a83-31cf-53c4-b0dc-9e36b543e91a,5c72522d-8eb9-5a75-949b-85b48e920344,Mix of 4 spices,11056,6.40,0.00,0.64,0.02,0.00,0.00,0.00,0.05,0.00,0.04,0.26,44.20,414.00,3.36,59.80,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_A
d692db25-2b31-559a-86f8-543832a77a91,8c4264f1-6ad3-5444-b2bf-3e956d638e98,"Tamarind, mature fruit, pulp, raw",13080,0.53,0.00,0.02,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.03,15.60,97.80,1.21,5.04,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_D
b042458d-a308-59e2-aa2f-9afd0ce390cc,615766bf-b35a-5e4e-ab40-a86db6ac3f60,"Turmeric, powder",11089,9.40,0.00,0.88,0.03,0.00,0.00,0.00,0.08,0.00,0.07,0.41,55.20,688.00,4.38,78.80,0.00,0,0,0.12,0.08,0.95,0.03,0.36,0.61,0.50,1.32,0.02,0.95,-0.14,0.12,0.15,0.11,Nutriscore_A
55e68872-4aa2-5851-b8c7-923fed64058b,f7e033bc-a4cd-5cc1-b619-e8a393d4e8a4,"Flageolet bean, canned, drained",20508,1.40,0.00,0.32,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.02,18.50,-162.00,0.27,20.60,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
7cc37ef7-5961-5eeb-a1f6-a1f5f61010d1,f7e033bc-a4cd-5cc1-b619-e8a393d4e8a4,"Flageolet bean, cooked",20513,0.59,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,7.46,-71.70,0.12,12.00,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
6d005824-2a92-5fce-a0f9-b7df469ae946,f7e033bc-a4cd-5cc1-b619-e8a393d4e8a4,"Flageolet bean, frozen",20537,0.44,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,7.22,-72.90,0.07,11.10,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
3b1f8423-ee84-5224-b377-94c7810f3a7e,f7e033bc-a4cd-5cc1-b619-e8a393d4e8a4,"Flageolet bean, green, cooked",20540,0.59,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,7.46,-71.70,0.12,12.00,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
1b8602a4-4d83-5282-b3cb-d224669c351d,f7e033bc-a4cd-5cc1-b619-e8a393d4e8a4,"Flageolet bean, green, dried",20539,0.86,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,15.80,-167.00,0.15,13.70,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
593e97f8-c39d-505c-a5a0-7c47e229807b,f7e033bc-a4cd-5cc1-b619-e8a393d4e8a4,"Haricot bean, canned, drained",20511,1.00,0.00,0.31,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.03,14.90,77.80,1.08,18.20,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
b1f1f959-1ea7-53bb-97af-5b35aff8944b,f7e033bc-a4cd-5cc1-b619-e8a393d4e8a4,"Haricot bean, cooked",20502,0.41,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,5.87,33.00,0.47,10.90,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
f1ce521e-776a-556e-8bd6-354a8add84a7,f7e033bc-a4cd-5cc1-b619-e8a393d4e8a4,"Haricot bean, dry",20501,0.45,0.00,0.31,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.02,12.10,77.40,0.97,11.30,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
79f89073-e915-5f0b-910c-aceee849bab1,f7e033bc-a4cd-5cc1-b619-e8a393d4e8a4,"lupin grain, raw",20534,1.10,0.00,0.33,0.01,0.00,0.00,0.00,0.01,0.00,0.01,0.03,17.30,-166.00,0.16,16.80,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
5655692f-a2ec-51e6-ad7c-02e4c85e52ce,f7e033bc-a4cd-5cc1-b619-e8a393d4e8a4,"Red kidney bean, canned, drained",20524,1.45,0.00,0.34,0.01,0.00,0.00,0.00,0.00,0.00,0.01,0.02,18.80,-162.00,0.29,21.50,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
e2b32fa5-f9ae-59dc-bfcf-98c587cc91a5,f7e033bc-a4cd-5cc1-b619-e8a393d4e8a4,"Red kidney bean, cooked",20503,0.59,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,7.46,-71.70,0.12,12.00,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
f28859cc-b874-5435-9a34-2ebaebeb3131,f7e033bc-a4cd-5cc1-b619-e8a393d4e8a4,"Red kidney bean, dried",20525,0.86,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,15.80,-167.00,0.15,13.70,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
e8d88f34-af5f-5a66-8e7a-3103ba02b001,1941b7db-279c-5b94-820c-f992d90a8451,"Mung bean, sprouted or soy spouts, canned, drained",20029,1.95,0.00,0.32,0.01,0.00,0.00,0.00,0.01,0.00,0.01,0.02,25.30,-203.00,0.34,25.50,0.00,0,0,0.03,0.04,0.27,0.03,0.09,0.21,0.21,1.28,0.01,0.79,-0.07,0.06,0.04,1.30,Nutriscore_A
c3003c7a-6fe0-55b8-958a-9f7a1b9cc9e2,1941b7db-279c-5b94-820c-f992d90a8451,"Mung bean, sprouted or soy spouts, raw",20183,0.82,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,16.30,-187.00,0.08,7.93,0.00,0,0,0.03,0.04,0.27,0.03,0.09,0.21,0.21,1.28,0.01,0.79,-0.07,0.06,0.04,1.30,Nutriscore_A
477338b3-c301-5041-86e0-14121c1402ee,2cc647f5-d80e-5281-a830-23fde42ed55f,"Broad bean, cooked",20500,0.59,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,7.46,-71.70,0.12,12.00,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
b4247f92-a6fc-54e7-93c5-de6388938298,2cc647f5-d80e-5281-a830-23fde42ed55f,"Broad bean, dried",20518,0.86,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,15.80,-167.00,0.15,13.70,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
6dd5a5c5-eb58-5446-abfb-d6de5c47b100,2cc647f5-d80e-5281-a830-23fde42ed55f,"Broad bean, fresh, frozen",20536,0.44,0.00,0.35,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,7.22,-72.90,0.07,11.10,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
85a323b5-4dc0-5e94-8253-b01fff441046,2cc647f5-d80e-5281-a830-23fde42ed55f,"Broad bean, frozen, water boiled",20543,0.57,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,7.42,-72.80,0.09,14.60,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
deb84154-bad9-5421-a59b-3bc0ace0306a,2cc647f5-d80e-5281-a830-23fde42ed55f,"Broad bean, peeled, frozen, raw",20541,1.01,0.00,0.66,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,16.60,-170.00,0.16,22.30,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
17cda490-40af-589d-9433-9584e2ff54fe,2cc647f5-d80e-5281-a830-23fde42ed55f,"Broad bean, to shell, fresh",20517,0.86,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,15.80,-167.00,0.15,13.70,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
c28c7796-4a37-575e-97a6-c43335b944a5,2cc647f5-d80e-5281-a830-23fde42ed55f,"Broad bean, without peal, frozen, water boiled",20542,0.57,0.00,0.44,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,7.42,-72.80,0.09,14.60,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
3af562cb-c7ab-5564-ae13-dcaa87b3a72d,3ab260f1-507c-5221-9d75-8dcd9160bcf4,"Chick pea, canned, drained",20532,2.20,0.00,0.28,0.01,0.00,0.00,0.00,0.01,0.00,0.02,0.04,51.00,302.00,0.53,24.70,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
f160b817-c1b8-5828-87b4-8fadd94cdc52,3ab260f1-507c-5221-9d75-8dcd9160bcf4,"Chick pea, cooked",20507,0.60,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,10.70,66.30,0.16,12.30,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
b932d659-15a6-5f9e-a0c8-f7fef451d598,3ab260f1-507c-5221-9d75-8dcd9160bcf4,"Chick pea, dried",20516,0.90,0.00,0.33,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.02,23.20,155.00,0.25,14.50,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
800720ce-d2f5-5375-85bc-b400cb792412,2f0e0f29-042d-5458-87f4-17e69f349535,Chick pea flour,9580,0.97,0.00,0.21,0.01,0.00,0.00,0.00,0.01,0.00,0.01,0.02,27.00,179.00,0.23,12.60,0.00,0,0,0.01,0.03,0.09,0.01,0.08,0.23,0.05,0.58,0.00,0.32,-0.03,0.02,0.02,0.03,Nutriscore_A
5dd8911e-c7ad-57e5-abb2-ee6799e3f851,fd935989-5587-5195-b118-801aa3a72371,"Green lentil, cooked",20587,0.47,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,60.40,133.00,0.11,11.70,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
84b0f19d-a894-5e35-9dc8-108fd690e059,fd935989-5587-5195-b118-801aa3a72371,"Lentil, blond, cooked",20588,0.47,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,60.40,133.00,0.11,11.70,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
82f0d1e9-1dde-5df5-9525-6389eb8c42fd,fd935989-5587-5195-b118-801aa3a72371,"Lentil, blond, dried",20586,0.58,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,139.00,309.00,0.13,13.10,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
7fbafafc-528a-59b4-aac9-b99624cea6ee,fd935989-5587-5195-b118-801aa3a72371,"Lentil, cooked",20505,0.47,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,60.40,133.00,0.11,11.70,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
959226bd-2c96-591b-8ff0-89e26e437c7c,fd935989-5587-5195-b118-801aa3a72371,"Lentil, dried",20504,0.58,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,139.00,309.00,0.13,13.10,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
9ab9e0d6-afc6-5790-a1da-34156c89442b,fd935989-5587-5195-b118-801aa3a72371,"Lentil, green, dried",20585,0.58,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,139.00,309.00,0.13,13.10,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
fb46920b-8e1a-5df9-acc7-6d08a960d675,fd935989-5587-5195-b118-801aa3a72371,"Lentil, pink or red, cooked",20589,0.47,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,60.40,133.00,0.11,11.70,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
c36a3827-8281-562e-8290-7cd051ee0184,fd935989-5587-5195-b118-801aa3a72371,"Lentil, pink or red, dried",20535,0.58,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,139.00,309.00,0.13,13.10,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
8b3d5789-54fc-521c-9224-2e7f6638c8e5,fd935989-5587-5195-b118-801aa3a72371,"Lentil, seasoned, canned, drained",20510,1.13,0.00,0.32,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.02,140.00,306.00,0.25,19.90,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
a4cc644e-b074-5e0a-86dc-e02f540ca9d3,fd935989-5587-5195-b118-801aa3a72371,"Lentils, sprouted",20521,0.58,0.00,0.32,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,139.00,309.00,0.13,13.10,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
acf2b55e-9d89-5cd2-914b-55dd9e7a9d9d,ca1a8816-8314-5c13-9ec7-dd4b2008ed75,"Butter bean or yellow bean, canned, drained",20063,1.41,0.00,0.36,0.01,0.00,0.00,0.00,0.01,0.00,0.00,0.04,20.50,97.40,1.34,23.30,0.00,0,0,0.03,0.04,0.27,0.03,0.09,0.21,0.21,1.28,0.01,0.79,-0.07,0.06,0.04,1.30,Nutriscore_A
6f59ac96-7c72-5eda-89fc-8c691fbd3bf2,ca1a8816-8314-5c13-9ec7-dd4b2008ed75,"Butter bean or yellow bean, frozen, raw",20203,0.69,0.00,0.59,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.03,16.20,90.30,1.20,19.30,0.00,0,0,0.03,0.04,0.27,0.03,0.09,0.21,0.21,1.28,0.01,0.79,-0.07,0.06,0.04,1.30,Nutriscore_A
0cf03039-dd72-551f-812d-ccba711bd6e7,ca1a8816-8314-5c13-9ec7-dd4b2008ed75,"Butter bean or yellow bean, raw",20195,0.54,0.00,0.09,0.00,0.00,0.00,0.00,0.01,0.00,0.00,0.03,15.70,97.90,1.22,6.67,0.00,0,0,0.03,0.04,0.27,0.03,0.09,0.21,0.21,1.28,0.01,0.79,-0.07,0.06,0.04,1.30,Nutriscore_A
9c24d66b-4dae-5fe1-a253-b1cee10f793d,ca1a8816-8314-5c13-9ec7-dd4b2008ed75,"Lima bean, raw",20126,0.82,0.00,0.08,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,16.30,-187.00,0.08,7.93,0.00,0,0,0.03,0.04,0.27,0.03,0.09,0.21,0.21,1.28,0.01,0.79,-0.07,0.06,0.04,1.30,Nutriscore_A
0a916147-079b-55b7-80ab-b792c91fe816,deb526db-cfd2-5eb6-9245-96eed843099d,"Mung bean, cooked",20531,0.59,0.00,0.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.01,7.46,-71.70,0.12,12.00,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_A
789794e5-f5ff-586c-839c-699a19bfdfa3,71fd69a8-e5d4-556f-9f8d-fd5d29673dcb,Coated peanuts,38406,3.28,0.00,0.56,0.01,0.00,0.00,0.00,0.05,0.00,0.03,0.20,34.10,356.00,10.60,30.70,0.00,0,0,0.01,0.03,0.09,0.01,0.08,0.23,0.05,0.58,0.00,0.32,-0.03,0.02,0.02,0.03,Nutriscore_E
aa82dd9f-b045-5ca2-9fc8-825180634706,71fd69a8-e5d4-556f-9f8d-fd5d29673dcb,Peanut,15001,4.18,0.00,0.14,0.01,0.00,0.00,0.00,0.06,0.00,0.04,0.28,25.40,535.00,14.60,21.20,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_C
80f0b456-c3da-563d-b4c6-1cfb65ed34c8,71fd69a8-e5d4-556f-9f8d-fd5d29673dcb,"Peanut, boiled/cooked in water, w salt",20581,4.20,0.00,0.21,0.01,0.00,0.00,0.00,0.06,0.00,0.04,0.28,25.50,535.00,14.60,22.70,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_D
b75b3841-ca95-5f69-bef5-2dd6b8e7acb4,71fd69a8-e5d4-556f-9f8d-fd5d29673dcb,"Peanut, grilled",15037,4.18,0.00,0.14,0.01,0.00,0.00,0.00,0.06,0.00,0.04,0.28,25.40,535.00,14.60,21.20,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_D
6a656ae3-01ac-5b78-a6a4-d09b2b03e037,71fd69a8-e5d4-556f-9f8d-fd5d29673dcb,"Peanut, grilled, salted",15002,4.18,0.00,0.14,0.01,0.00,0.00,0.00,0.06,0.00,0.04,0.28,25.40,535.00,14.60,21.20,0.00,0,0,1.80,0.88,10.47,0.19,1.14,25.26,6.41,7.27,0.13,53.93,-0.54,0.56,7.62,1.79,Nutriscore_D
